penalty,n_items,items_code,items_label,mae,hi_missed_pct,kappa,n_scored,mae_vs_a1,a1_mae_ref,a0_miss_pct_ref,champion
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,ADL0117A,Q18,ADL0121A","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q17금전,Q18혼자있기,Q21글쓰기",0.539,16.72,0.5627,2152,0.0497,0.5887,17.75,True
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,ADL0117A,Q18,ADL0122Q","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q17금전,Q18혼자있기,Q22취미",0.5405,17.36,0.5596,2163,0.0483,0.5887,17.75,True
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,ADL0117A,Q18,ADL0123L","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q17금전,Q18혼자있기,Q23가전사용",0.5355,17.36,0.5643,2166,0.0532,0.5887,17.75,True
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,ADL0117A,ADL0121A,ADL0122Q","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q17금전,Q21글쓰기,Q22취미",0.5689,16.49,0.5447,2169,0.0198,0.5887,17.75,True
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,ADL0117A,ADL0121A,ADL0123L","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q17금전,Q21글쓰기,Q23가전사용",0.5603,15.81,0.5536,2172,0.0284,0.5887,17.75,True
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,ADL0117A,ADL0122Q,ADL0123L","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q17금전,Q22취미,Q23가전사용",0.5383,17.47,0.5649,2183,0.0505,0.5887,17.75,True
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,Q18,ADL0121A,ADL0122Q","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q18혼자있기,Q21글쓰기,Q22취미",0.5435,16.72,0.561,2151,0.0453,0.5887,17.75,True
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,Q18,ADL0121A,ADL0123L","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q18혼자있기,Q21글쓰기,Q23가전사용",0.5395,16.72,0.561,2154,0.0493,0.5887,17.75,True
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,Q18,ADL0122Q,ADL0123L","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q18혼자있기,Q22취미,Q23가전사용",0.5344,17.36,0.5652,2165,0.0543,0.5887,17.75,True
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,ADL0121A,ADL0122Q,ADL0123L","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q21글쓰기,Q22취미,Q23가전사용",0.5394,16.84,0.562,2171,0.0494,0.5887,17.75,True
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0113A,ADL0115A,ADL0116A,ADL0116B,ADL0117A,Q18,ADL0121A","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q13빨래,Q15외출,Q16a쇼핑,Q16b지불,Q17금전,Q18혼자있기,Q21글쓰기",0.5349,17.77,0.5685,2152,0.0539,0.5887,17.75,True
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0113A,ADL0115A,ADL0116A,ADL0116B,ADL0117A,Q18,ADL0122Q","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q13빨래,Q15외출,Q16a쇼핑,Q16b지불,Q17금전,Q18혼자있기,Q22취미",0.5515,16.32,0.559,2163,0.0372,0.5887,17.75,True
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0113A,ADL0115A,ADL0116A,ADL0116B,ADL0117A,Q18,ADL0123L","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q13빨래,Q15외출,Q16a쇼핑,Q16b지불,Q17금전,Q18혼자있기,Q23가전사용",0.524,17.36,0.5721,2166,0.0647,0.5887,17.75,True
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0113A,ADL0115A,ADL0116A,ADL0116B,ADL0117A,ADL0121A,ADL0122Q","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q13빨래,Q15외출,Q16a쇼핑,Q16b지불,Q17금전,Q21글쓰기,Q22취미",0.5556,17.87,0.5529,2169,0.0332,0.5887,17.75,True
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0113A,ADL0115A,ADL0116A,ADL0116B,ADL0117A,ADL0121A,ADL0123L","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q13빨래,Q15외출,Q16a쇼핑,Q16b지불,Q17금전,Q21글쓰기,Q23가전사용",0.5511,17.18,0.5571,2172,0.0376,0.5887,17.75,True
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0113A,ADL0115A,ADL0116A,ADL0116B,ADL0117A,ADL0122Q,ADL0123L","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q13빨래,Q15외출,Q16a쇼핑,Q16b지불,Q17금전,Q22취미,Q23가전사용",0.5515,17.12,0.5565,2183,0.0372,0.5887,17.75,True
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0113A,ADL0115A,ADL0116A,ADL0116B,Q18,ADL0121A,ADL0122Q","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q13빨래,Q15외출,Q16a쇼핑,Q16b지불,Q18혼자있기,Q21글쓰기,Q22취미",0.5309,18.12,0.5676,2151,0.0578,0.5887,17.75,True
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0113A,ADL0115A,ADL0116A,ADL0116B,Q18,ADL0121A,ADL0123L","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q13빨래,Q15외출,Q16a쇼핑,Q16b지불,Q18혼자있기,Q21글쓰기,Q23가전사용",0.5311,18.12,0.5699,2154,0.0576,0.5887,17.75,True
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0113A,ADL0115A,ADL0116A,ADL0116B,Q18,ADL0122Q,ADL0123L","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q13빨래,Q15외출,Q16a쇼핑,Q16b지불,Q18혼자있기,Q22취미,Q23가전사용",0.5483,17.01,0.5615,2165,0.0405,0.5887,17.75,True
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0113A,ADL0115A,ADL0116A,ADL0116B,ADL0121A,ADL0122Q,ADL0123L","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q13빨래,Q15외출,Q16a쇼핑,Q16b지불,Q21글쓰기,Q22취미,Q23가전사용",0.5491,17.18,0.556,2171,0.0397,0.5887,17.75,True
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0113A,ADL0115A,ADL0116A,ADL0117A,Q18,ADL0121A,ADL0122Q","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q13빨래,Q15외출,Q16a쇼핑,Q17금전,Q18혼자있기,Q21글쓰기,Q22취미",0.5419,16.03,0.5626,2150,0.0469,0.5887,17.75,True
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0113A,ADL0115A,ADL0116A,ADL0117A,Q18,ADL0121A,ADL0123L","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q13빨래,Q15외출,Q16a쇼핑,Q17금전,Q18혼자있기,Q21글쓰기,Q23가전사용",0.5392,16.03,0.5641,2153,0.0495,0.5887,17.75,True
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0113A,ADL0115A,ADL0116A,ADL0117A,Q18,ADL0122Q,ADL0123L","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q13빨래,Q15외출,Q16a쇼핑,Q17금전,Q18혼자있기,Q22취미,Q23가전사용",0.536,17.01,0.5643,2164,0.0527,0.5887,17.75,True
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0113A,ADL0115A,ADL0116A,ADL0117A,ADL0121A,ADL0122Q,ADL0123L","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q13빨래,Q15외출,Q16a쇼핑,Q17금전,Q21글쓰기,Q22취미,Q23가전사용",0.5447,16.84,0.5595,2170,0.044,0.5887,17.75,True
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0113A,ADL0115A,ADL0116A,Q18,ADL0121A,ADL0122Q,ADL0123L","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q13빨래,Q15외출,Q16a쇼핑,Q18혼자있기,Q21글쓰기,Q22취미,Q23가전사용",0.5404,16.72,0.5616,2152,0.0483,0.5887,17.75,True
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0114A,ADL0115A,ADL0116A,ADL0116B,ADL0117A,Q18,ADL0121A","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q14가전,Q15외출,Q16a쇼핑,Q16b지불,Q17금전,Q18혼자있기,Q21글쓰기",0.5292,18.82,0.5682,2156,0.0595,0.5887,17.75,False
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0114A,ADL0115A,ADL0116A,ADL0116B,ADL0117A,Q18,ADL0122Q","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q14가전,Q15외출,Q16a쇼핑,Q16b지불,Q17금전,Q18혼자있기,Q22취미",0.5494,17.36,0.56,2168,0.0394,0.5887,17.75,True
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0114A,ADL0115A,ADL0116A,ADL0116B,ADL0117A,Q18,ADL0123L","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q14가전,Q15외출,Q16a쇼핑,Q16b지불,Q17금전,Q18혼자있기,Q23가전사용",0.5235,18.4,0.5709,2170,0.0652,0.5887,17.75,True
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0114A,ADL0115A,ADL0116A,ADL0116B,ADL0117A,ADL0121A,ADL0122Q","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q14가전,Q15외출,Q16a쇼핑,Q16b지불,Q17금전,Q21글쓰기,Q22취미",0.569,16.15,0.5497,2174,0.0197,0.5887,17.75,True
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0114A,ADL0115A,ADL0116A,ADL0116B,ADL0117A,ADL0121A,ADL0123L","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q14가전,Q15외출,Q16a쇼핑,Q16b지불,Q17금전,Q21글쓰기,Q23가전사용",0.5533,17.53,0.5584,2176,0.0354,0.5887,17.75,True
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0114A,ADL0115A,ADL0116A,ADL0116B,ADL0117A,ADL0122Q,ADL0123L","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q14가전,Q15외출,Q16a쇼핑,Q16b지불,Q17금전,Q22취미,Q23가전사용",0.5512,17.81,0.5594,2188,0.0376,0.5887,17.75,True
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0114A,ADL0115A,ADL0116A,ADL0116B,Q18,ADL0121A,ADL0122Q","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q14가전,Q15외출,Q16a쇼핑,Q16b지불,Q18혼자있기,Q21글쓰기,Q22취미",0.5313,19.16,0.5687,2155,0.0574,0.5887,17.75,False
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0114A,ADL0115A,ADL0116A,ADL0116B,Q18,ADL0121A,ADL0123L","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q14가전,Q15외출,Q16a쇼핑,Q16b지불,Q18혼자있기,Q21글쓰기,Q23가전사용",0.529,18.82,0.5689,2157,0.0598,0.5887,17.75,False
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0114A,ADL0115A,ADL0116A,ADL0116B,Q18,ADL0122Q,ADL0123L","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q14가전,Q15외출,Q16a쇼핑,Q16b지불,Q18혼자있기,Q22취미,Q23가전사용",0.545,17.71,0.5622,2169,0.0438,0.5887,17.75,True
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0114A,ADL0115A,ADL0116A,ADL0116B,ADL0121A,ADL0122Q,ADL0123L","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q14가전,Q15외출,Q16a쇼핑,Q16b지불,Q21글쓰기,Q22취미,Q23가전사용",0.5485,18.21,0.5592,2175,0.0402,0.5887,17.75,True
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0114A,ADL0115A,ADL0116A,ADL0117A,Q18,ADL0121A,ADL0122Q","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q14가전,Q15외출,Q16a쇼핑,Q17금전,Q18혼자있기,Q21글쓰기,Q22취미",0.5422,17.77,0.5587,2154,0.0465,0.5887,17.75,True
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0114A,ADL0115A,ADL0116A,ADL0117A,Q18,ADL0121A,ADL0123L","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q14가전,Q15외출,Q16a쇼핑,Q17금전,Q18혼자있기,Q21글쓰기,Q23가전사용",0.5529,15.68,0.5537,2156,0.0359,0.5887,17.75,True
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0114A,ADL0115A,ADL0116A,ADL0117A,Q18,ADL0122Q,ADL0123L","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q14가전,Q15외출,Q16a쇼핑,Q17금전,Q18혼자있기,Q22취미,Q23가전사용",0.5503,16.32,0.5568,2168,0.0385,0.5887,17.75,True
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0114A,ADL0115A,ADL0116A,ADL0117A,ADL0121A,ADL0122Q,ADL0123L","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q14가전,Q15외출,Q16a쇼핑,Q17금전,Q21글쓰기,Q22취미,Q23가전사용",0.5405,17.18,0.5624,2174,0.0483,0.5887,17.75,True
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0114A,ADL0115A,ADL0116A,Q18,ADL0121A,ADL0122Q,ADL0123L","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q14가전,Q15외출,Q16a쇼핑,Q18혼자있기,Q21글쓰기,Q22취미,Q23가전사용",0.555,16.03,0.5534,2155,0.0338,0.5887,17.75,True
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0115A,ADL0116A,ADL0116B,ADL0117A,Q18,ADL0121A,ADL0122Q","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q15외출,Q16a쇼핑,Q16b지불,Q17금전,Q18혼자있기,Q21글쓰기,Q22취미",0.533,17.42,0.5665,2154,0.0558,0.5887,17.75,True
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0115A,ADL0116A,ADL0116B,ADL0117A,Q18,ADL0121A,ADL0123L","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q15외출,Q16a쇼핑,Q16b지불,Q17금전,Q18혼자있기,Q21글쓰기,Q23가전사용",0.5306,18.12,0.5687,2156,0.0581,0.5887,17.75,True
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0115A,ADL0116A,ADL0116B,ADL0117A,Q18,ADL0122Q,ADL0123L","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q15외출,Q16a쇼핑,Q16b지불,Q17금전,Q18혼자있기,Q22취미,Q23가전사용",0.5494,17.36,0.5601,2168,0.0394,0.5887,17.75,True
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0115A,ADL0116A,ADL0116B,ADL0117A,ADL0121A,ADL0122Q,ADL0123L","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q15외출,Q16a쇼핑,Q16b지불,Q17금전,Q21글쓰기,Q22취미,Q23가전사용",0.5534,17.18,0.5546,2174,0.0354,0.5887,17.75,True
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0115A,ADL0116A,ADL0116B,Q18,ADL0121A,ADL0122Q,ADL0123L","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q15외출,Q16a쇼핑,Q16b지불,Q18혼자있기,Q21글쓰기,Q22취미,Q23가전사용",0.5309,18.82,0.5696,2155,0.0579,0.5887,17.75,False
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0115A,ADL0116A,ADL0117A,Q18,ADL0121A,ADL0122Q,ADL0123L","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q15외출,Q16a쇼핑,Q17금전,Q18혼자있기,Q21글쓰기,Q22취미,Q23가전사용",0.5376,17.07,0.5637,2154,0.0511,0.5887,17.75,True
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0110A,ADL0111A,ADL0112A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,ADL0116B","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q10설거지,Q11식사준비,Q12집안일,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q16b지불",0.5655,16.96,0.5532,2177,0.0233,0.5887,17.75,True
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0110A,ADL0111A,ADL0112A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,ADL0117A","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q10설거지,Q11식사준비,Q12집안일,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q17금전",0.5786,17.3,0.5376,2176,0.0102,0.5887,17.75,True
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0110A,ADL0111A,ADL0112A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,Q18","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q10설거지,Q11식사준비,Q12집안일,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q18혼자있기",0.5528,17.13,0.5515,2160,0.036,0.5887,17.75,True
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0110A,ADL0111A,ADL0112A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,ADL0121A","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q10설거지,Q11식사준비,Q12집안일,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q21글쓰기",0.5735,16.67,0.5451,2164,0.0153,0.5887,17.75,True
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0110A,ADL0111A,ADL0112A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,ADL0122Q","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q10설거지,Q11식사준비,Q12집안일,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q22취미",0.5766,16.61,0.5353,2175,0.0122,0.5887,17.75,True
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0110A,ADL0111A,ADL0112A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,ADL0123L","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q10설거지,Q11식사준비,Q12집안일,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q23가전사용",0.5808,16.61,0.5352,2178,0.0079,0.5887,17.75,True
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0110A,ADL0111A,ADL0112A,ADL0113A,ADL0115A,ADL0116A,ADL0116B,ADL0117A","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q10설거지,Q11식사준비,Q12집안일,Q13빨래,Q15외출,Q16a쇼핑,Q16b지불,Q17금전",0.5639,16.96,0.5503,2176,0.0249,0.5887,17.75,True
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0110A,ADL0111A,ADL0112A,ADL0113A,ADL0115A,ADL0116A,ADL0116B,Q18","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q10설거지,Q11식사준비,Q12집안일,Q13빨래,Q15외출,Q16a쇼핑,Q16b지불,Q18혼자있기",0.5509,17.83,0.5539,2160,0.0378,0.5887,17.75,True
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0110A,ADL0111A,ADL0112A,ADL0113A,ADL0115A,ADL0116A,ADL0116B,ADL0121A","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q10설거지,Q11식사준비,Q12집안일,Q13빨래,Q15외출,Q16a쇼핑,Q16b지불,Q21글쓰기",0.5665,17.01,0.5528,2164,0.0222,0.5887,17.75,True
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0110A,ADL0111A,ADL0112A,ADL0113A,ADL0115A,ADL0116A,ADL0116B,ADL0122Q","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q10설거지,Q11식사준비,Q12집안일,Q13빨래,Q15외출,Q16a쇼핑,Q16b지불,Q22취미",0.5623,16.26,0.5518,2175,0.0264,0.5887,17.75,True
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0110A,ADL0111A,ADL0112A,ADL0113A,ADL0115A,ADL0116A,ADL0116B,ADL0123L","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q10설거지,Q11식사준비,Q12집안일,Q13빨래,Q15외출,Q16a쇼핑,Q16b지불,Q23가전사용",0.5491,18.34,0.5563,2178,0.0396,0.5887,17.75,True
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0110A,ADL0111A,ADL0112A,ADL0113A,ADL0115A,ADL0116A,ADL0117A,Q18","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q10설거지,Q11식사준비,Q12집안일,Q13빨래,Q15외출,Q16a쇼핑,Q17금전,Q18혼자있기",0.5577,16.78,0.5462,2159,0.0311,0.5887,17.75,True
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0110A,ADL0111A,ADL0112A,ADL0113A,ADL0115A,ADL0116A,ADL0117A,ADL0121A","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q10설거지,Q11식사준비,Q12집안일,Q13빨래,Q15외출,Q16a쇼핑,Q17금전,Q21글쓰기",0.5724,16.32,0.5455,2163,0.0164,0.5887,17.75,True
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0110A,ADL0111A,ADL0112A,ADL0113A,ADL0115A,ADL0116A,ADL0117A,ADL0122Q","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q10설거지,Q11식사준비,Q12집안일,Q13빨래,Q15외출,Q16a쇼핑,Q17금전,Q22취미",0.552,17.65,0.5452,2174,0.0368,0.5887,17.75,True
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0110A,ADL0111A,ADL0112A,ADL0113A,ADL0115A,ADL0116A,ADL0117A,ADL0123L","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q10설거지,Q11식사준비,Q12집안일,Q13빨래,Q15외출,Q16a쇼핑,Q17금전,Q23가전사용",0.5613,17.99,0.5436,2177,0.0274,0.5887,17.75,True
