penalty,n_items,items_code,items_label,mae,hi_missed_pct,kappa,mae_vs_a1,a1_mae_ref,a0_miss_pct_ref,champion
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0111A,ADL0115A,ADL0116A,ADL0116B,ADL0122Q","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q11식사준비,Q15외출,Q16a쇼핑,Q16b지불,Q22취미",0.5688,13.65,0.5511,0.02,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0111A,ADL0115A,ADL0116A,ADL0116B,ADL0123L","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q11식사준비,Q15외출,Q16a쇼핑,Q16b지불,Q23가전사용",0.5393,16.72,0.5623,0.0495,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0111A,ADL0115A,ADL0116A,ADL0117A,Q18","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q11식사준비,Q15외출,Q16a쇼핑,Q17금전,Q18혼자있기",0.5334,15.7,0.5683,0.0554,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0111A,ADL0115A,ADL0116A,ADL0117A,ADL0121A","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q11식사준비,Q15외출,Q16a쇼핑,Q17금전,Q21글쓰기",0.5402,16.72,0.5581,0.0486,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0111A,ADL0115A,ADL0116A,ADL0117A,ADL0122Q","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q11식사준비,Q15외출,Q16a쇼핑,Q17금전,Q22취미",0.5402,16.38,0.5594,0.0486,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0111A,ADL0115A,ADL0116A,ADL0117A,ADL0123L","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q11식사준비,Q15외출,Q16a쇼핑,Q17금전,Q23가전사용",0.5365,16.72,0.5633,0.0522,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0111A,ADL0115A,ADL0116A,Q18,ADL0121A","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q11식사준비,Q15외출,Q16a쇼핑,Q18혼자있기,Q21글쓰기",0.537,16.04,0.5663,0.0517,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0111A,ADL0115A,ADL0116A,Q18,ADL0122Q","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q11식사준비,Q15외출,Q16a쇼핑,Q18혼자있기,Q22취미",0.5347,16.38,0.5671,0.054,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0111A,ADL0115A,ADL0116A,Q18,ADL0123L","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q11식사준비,Q15외출,Q16a쇼핑,Q18혼자있기,Q23가전사용",0.5361,16.38,0.5685,0.0527,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0111A,ADL0115A,ADL0116A,ADL0121A,ADL0122Q","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q11식사준비,Q15외출,Q16a쇼핑,Q21글쓰기,Q22취미",0.5411,16.38,0.5634,0.0477,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0111A,ADL0115A,ADL0116A,ADL0121A,ADL0123L","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q11식사준비,Q15외출,Q16a쇼핑,Q21글쓰기,Q23가전사용",0.5352,16.72,0.5648,0.0536,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0111A,ADL0115A,ADL0116A,ADL0122Q,ADL0123L","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q11식사준비,Q15외출,Q16a쇼핑,Q22취미,Q23가전사용",0.5406,17.06,0.5577,0.0481,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0112A,ADL0113A,ADL0114A,ADL0115A,ADL0116A","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q12집안일,Q13빨래,Q14가전,Q15외출,Q16a쇼핑",0.5393,18.43,0.562,0.0495,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0112A,ADL0113A,ADL0115A,ADL0116A,ADL0116B","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q12집안일,Q13빨래,Q15외출,Q16a쇼핑,Q16b지불",0.5706,15.7,0.5472,0.0182,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0112A,ADL0113A,ADL0115A,ADL0116A,ADL0117A","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q12집안일,Q13빨래,Q15외출,Q16a쇼핑,Q17금전",0.5719,15.7,0.5446,0.0168,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0112A,ADL0113A,ADL0115A,ADL0116A,Q18","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q12집안일,Q13빨래,Q15외출,Q16a쇼핑,Q18혼자있기",0.5352,16.04,0.5645,0.0536,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0112A,ADL0113A,ADL0115A,ADL0116A,ADL0121A","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q12집안일,Q13빨래,Q15외출,Q16a쇼핑,Q21글쓰기",0.5715,15.7,0.5448,0.0172,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0112A,ADL0113A,ADL0115A,ADL0116A,ADL0122Q","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q12집안일,Q13빨래,Q15외출,Q16a쇼핑,Q22취미",0.5379,17.06,0.5611,0.0508,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0112A,ADL0113A,ADL0115A,ADL0116A,ADL0123L","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q12집안일,Q13빨래,Q15외출,Q16a쇼핑,Q23가전사용",0.5374,16.72,0.562,0.0513,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0112A,ADL0114A,ADL0115A,ADL0116A,ADL0116B","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q12집안일,Q14가전,Q15외출,Q16a쇼핑,Q16b지불",0.5683,15.02,0.5537,0.0204,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0112A,ADL0114A,ADL0115A,ADL0116A,ADL0117A","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q12집안일,Q14가전,Q15외출,Q16a쇼핑,Q17금전",0.5474,18.09,0.5561,0.0413,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0112A,ADL0114A,ADL0115A,ADL0116A,Q18","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q12집안일,Q14가전,Q15외출,Q16a쇼핑,Q18혼자있기",0.5374,16.38,0.5629,0.0513,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0112A,ADL0114A,ADL0115A,ADL0116A,ADL0121A","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q12집안일,Q14가전,Q15외출,Q16a쇼핑,Q21글쓰기",0.5424,18.09,0.5599,0.0463,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0112A,ADL0114A,ADL0115A,ADL0116A,ADL0122Q","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q12집안일,Q14가전,Q15외출,Q16a쇼핑,Q22취미",0.5402,17.41,0.5609,0.0486,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0112A,ADL0114A,ADL0115A,ADL0116A,ADL0123L","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q12집안일,Q14가전,Q15외출,Q16a쇼핑,Q23가전사용",0.5379,16.72,0.5656,0.0508,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0112A,ADL0115A,ADL0116A,ADL0116B,ADL0117A","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q12집안일,Q15외출,Q16a쇼핑,Q16b지불,Q17금전",0.5738,15.02,0.5473,0.015,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0112A,ADL0115A,ADL0116A,ADL0116B,Q18","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q12집안일,Q15외출,Q16a쇼핑,Q16b지불,Q18혼자있기",0.5429,16.38,0.5612,0.0458,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0112A,ADL0115A,ADL0116A,ADL0116B,ADL0121A","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q12집안일,Q15외출,Q16a쇼핑,Q16b지불,Q21글쓰기",0.5701,15.7,0.5496,0.0186,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0112A,ADL0115A,ADL0116A,ADL0116B,ADL0122Q","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q12집안일,Q15외출,Q16a쇼핑,Q16b지불,Q22취미",0.5424,17.06,0.5606,0.0463,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0112A,ADL0115A,ADL0116A,ADL0116B,ADL0123L","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q12집안일,Q15외출,Q16a쇼핑,Q16b지불,Q23가전사용",0.5225,18.43,0.5718,0.0663,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0112A,ADL0115A,ADL0116A,ADL0117A,Q18","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q12집안일,Q15외출,Q16a쇼핑,Q17금전,Q18혼자있기",0.5379,16.04,0.5627,0.0508,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0112A,ADL0115A,ADL0116A,ADL0117A,ADL0121A","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q12집안일,Q15외출,Q16a쇼핑,Q17금전,Q21글쓰기",0.5729,16.04,0.5451,0.0159,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0112A,ADL0115A,ADL0116A,ADL0117A,ADL0122Q","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q12집안일,Q15외출,Q16a쇼핑,Q17금전,Q22취미",0.5433,17.06,0.5587,0.0454,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0112A,ADL0115A,ADL0116A,ADL0117A,ADL0123L","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q12집안일,Q15외출,Q16a쇼핑,Q17금전,Q23가전사용",0.5261,17.75,0.567,0.0626,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0112A,ADL0115A,ADL0116A,Q18,ADL0121A","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q12집안일,Q15외출,Q16a쇼핑,Q18혼자있기,Q21글쓰기",0.5384,16.38,0.5612,0.0504,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0112A,ADL0115A,ADL0116A,Q18,ADL0122Q","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q12집안일,Q15외출,Q16a쇼핑,Q18혼자있기,Q22취미",0.5356,16.72,0.5626,0.0531,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0112A,ADL0115A,ADL0116A,Q18,ADL0123L","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q12집안일,Q15외출,Q16a쇼핑,Q18혼자있기,Q23가전사용",0.5116,17.75,0.5791,0.0772,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0112A,ADL0115A,ADL0116A,ADL0121A,ADL0122Q","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q12집안일,Q15외출,Q16a쇼핑,Q21글쓰기,Q22취미",0.5379,17.06,0.5613,0.0508,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0112A,ADL0115A,ADL0116A,ADL0121A,ADL0123L","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q12집안일,Q15외출,Q16a쇼핑,Q21글쓰기,Q23가전사용",0.5225,17.75,0.569,0.0663,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0112A,ADL0115A,ADL0116A,ADL0122Q,ADL0123L","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q12집안일,Q15외출,Q16a쇼핑,Q22취미,Q23가전사용",0.5347,17.06,0.5634,0.054,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,ADL0116B","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q16b지불",0.571,16.72,0.5515,0.0177,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,ADL0117A","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q17금전",0.6074,13.65,0.5289,-0.0186,0.5887,17.75,False
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,Q18","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q18혼자있기",0.5402,16.04,0.5614,0.0486,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,ADL0121A","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q21글쓰기",0.5651,16.04,0.5521,0.0236,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,ADL0122Q","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q22취미",0.5415,18.09,0.5602,0.0472,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,ADL0123L","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q23가전사용",0.5347,17.06,0.566,0.054,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0113A,ADL0115A,ADL0116A,ADL0116B,ADL0117A","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q13빨래,Q15외출,Q16a쇼핑,Q16b지불,Q17금전",0.5497,18.09,0.5558,0.039,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0113A,ADL0115A,ADL0116A,ADL0116B,Q18","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q13빨래,Q15외출,Q16a쇼핑,Q16b지불,Q18혼자있기",0.542,16.38,0.5637,0.0468,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0113A,ADL0115A,ADL0116A,ADL0116B,ADL0121A","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q13빨래,Q15외출,Q16a쇼핑,Q16b지불,Q21글쓰기",0.547,18.43,0.5578,0.0418,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0113A,ADL0115A,ADL0116A,ADL0116B,ADL0122Q","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q13빨래,Q15외출,Q16a쇼핑,Q16b지불,Q22취미",0.542,17.41,0.5582,0.0468,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0113A,ADL0115A,ADL0116A,ADL0116B,ADL0123L","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q13빨래,Q15외출,Q16a쇼핑,Q16b지불,Q23가전사용",0.5411,16.72,0.5621,0.0477,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0113A,ADL0115A,ADL0116A,ADL0117A,Q18","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q13빨래,Q15외출,Q16a쇼핑,Q17금전,Q18혼자있기",0.5365,15.7,0.5652,0.0522,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0113A,ADL0115A,ADL0116A,ADL0117A,ADL0121A","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q13빨래,Q15외출,Q16a쇼핑,Q17금전,Q21글쓰기",0.5738,16.04,0.5425,0.015,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0113A,ADL0115A,ADL0116A,ADL0117A,ADL0122Q","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q13빨래,Q15외출,Q16a쇼핑,Q17금전,Q22취미",0.5384,17.75,0.5606,0.0504,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0113A,ADL0115A,ADL0116A,ADL0117A,ADL0123L","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q13빨래,Q15외출,Q16a쇼핑,Q17금전,Q23가전사용",0.5388,16.72,0.5601,0.0499,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0113A,ADL0115A,ADL0116A,Q18,ADL0121A","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q13빨래,Q15외출,Q16a쇼핑,Q18혼자있기,Q21글쓰기",0.5374,15.7,0.5646,0.0513,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0113A,ADL0115A,ADL0116A,Q18,ADL0122Q","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q13빨래,Q15외출,Q16a쇼핑,Q18혼자있기,Q22취미",0.5352,16.04,0.5656,0.0536,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0113A,ADL0115A,ADL0116A,Q18,ADL0123L","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q13빨래,Q15외출,Q16a쇼핑,Q18혼자있기,Q23가전사용",0.5325,16.72,0.5684,0.0563,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0113A,ADL0115A,ADL0116A,ADL0121A,ADL0122Q","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q13빨래,Q15외출,Q16a쇼핑,Q21글쓰기,Q22취미",0.5388,17.75,0.5621,0.0499,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0113A,ADL0115A,ADL0116A,ADL0121A,ADL0123L","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q13빨래,Q15외출,Q16a쇼핑,Q21글쓰기,Q23가전사용",0.5397,16.72,0.561,0.049,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0113A,ADL0115A,ADL0116A,ADL0122Q,ADL0123L","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q13빨래,Q15외출,Q16a쇼핑,Q22취미,Q23가전사용",0.5352,16.38,0.5606,0.0536,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0114A,ADL0115A,ADL0116A,ADL0116B,ADL0117A","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q14가전,Q15외출,Q16a쇼핑,Q16b지불,Q17금전",0.5742,15.7,0.5508,0.0145,0.5887,17.75,True
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0114A,ADL0115A,ADL0116A,ADL0116B,Q18","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q14가전,Q15외출,Q16a쇼핑,Q16b지불,Q18혼자있기",0.5443,16.38,0.5633,0.0445,0.5887,17.75,True
