penalty,n_items,items_code,items_label,mae,hi_missed_pct,kappa,mae_vs_a1,a1_mae_ref,a0_miss_pct_ref,champion
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,ADL0116B,ADL0117A,Q18","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q16b지불,Q17금전,Q18혼자있기",0.5452,18.77,0.5585,0.0436,0.5887,17.75,False
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,ADL0116B,ADL0117A,ADL0121A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q16b지불,Q17금전,Q21글쓰기",0.5719,17.41,0.548,0.0168,0.5887,17.75,True
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,ADL0116B,ADL0117A,ADL0122Q","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q16b지불,Q17금전,Q22취미",0.5465,18.09,0.5536,0.0422,0.5887,17.75,True
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,ADL0116B,ADL0117A,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q16b지불,Q17금전,Q23가전사용",0.5452,18.43,0.5595,0.0436,0.5887,17.75,True
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,ADL0116B,Q18,ADL0121A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q16b지불,Q18혼자있기,Q21글쓰기",0.5474,18.43,0.5567,0.0413,0.5887,17.75,True
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,ADL0116B,Q18,ADL0122Q","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q16b지불,Q18혼자있기,Q22취미",0.5397,17.75,0.5594,0.049,0.5887,17.75,True
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,ADL0116B,Q18,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q16b지불,Q18혼자있기,Q23가전사용",0.5361,18.43,0.5644,0.0527,0.5887,17.75,True
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,ADL0116B,ADL0121A,ADL0122Q","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q16b지불,Q21글쓰기,Q22취미",0.5456,18.43,0.555,0.0431,0.5887,17.75,True
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,ADL0116B,ADL0121A,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q16b지불,Q21글쓰기,Q23가전사용",0.5393,19.11,0.5613,0.0495,0.5887,17.75,False
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,ADL0116B,ADL0122Q,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q16b지불,Q22취미,Q23가전사용",0.5388,17.41,0.5596,0.0499,0.5887,17.75,True
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,ADL0117A,Q18,ADL0121A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q17금전,Q18혼자있기,Q21글쓰기",0.5624,16.04,0.547,0.0263,0.5887,17.75,True
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,ADL0117A,Q18,ADL0122Q","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q17금전,Q18혼자있기,Q22취미",0.5275,17.06,0.5658,0.0613,0.5887,17.75,True
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,ADL0117A,Q18,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q17금전,Q18혼자있기,Q23가전사용",0.5315,17.41,0.5657,0.0572,0.5887,17.75,True
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,ADL0117A,ADL0121A,ADL0122Q","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q17금전,Q21글쓰기,Q22취미",0.5729,15.36,0.5435,0.0159,0.5887,17.75,True
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,ADL0117A,ADL0121A,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q17금전,Q21글쓰기,Q23가전사용",0.571,16.04,0.5423,0.0177,0.5887,17.75,True
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,ADL0117A,ADL0122Q,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q17금전,Q22취미,Q23가전사용",0.5374,17.75,0.5611,0.0513,0.5887,17.75,True
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,Q18,ADL0121A,ADL0122Q","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q18혼자있기,Q21글쓰기,Q22취미",0.5325,17.06,0.5642,0.0563,0.5887,17.75,True
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,Q18,ADL0121A,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q18혼자있기,Q21글쓰기,Q23가전사용",0.5388,18.09,0.5609,0.0499,0.5887,17.75,True
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,Q18,ADL0122Q,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q18혼자있기,Q22취미,Q23가전사용",0.5334,17.75,0.5594,0.0554,0.5887,17.75,True
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,ADL0121A,ADL0122Q,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q21글쓰기,Q22취미,Q23가전사용",0.5379,18.43,0.5569,0.0508,0.5887,17.75,True
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0113A,ADL0115A,ADL0116A,ADL0116B,ADL0117A,Q18,ADL0121A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q13빨래,Q15외출,Q16a쇼핑,Q16b지불,Q17금전,Q18혼자있기,Q21글쓰기",0.5719,16.04,0.5422,0.0168,0.5887,17.75,True
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0113A,ADL0115A,ADL0116A,ADL0116B,ADL0117A,Q18,ADL0122Q","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q13빨래,Q15외출,Q16a쇼핑,Q16b지불,Q17금전,Q18혼자있기,Q22취미",0.542,16.38,0.5606,0.0468,0.5887,17.75,True
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0113A,ADL0115A,ADL0116A,ADL0116B,ADL0117A,Q18,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q13빨래,Q15외출,Q16a쇼핑,Q16b지불,Q17금전,Q18혼자있기,Q23가전사용",0.5374,17.06,0.5631,0.0513,0.5887,17.75,True
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0113A,ADL0115A,ADL0116A,ADL0116B,ADL0117A,ADL0121A,ADL0122Q","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q13빨래,Q15외출,Q16a쇼핑,Q16b지불,Q17금전,Q21글쓰기,Q22취미",0.5479,18.43,0.5536,0.0409,0.5887,17.75,True
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0113A,ADL0115A,ADL0116A,ADL0116B,ADL0117A,ADL0121A,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q13빨래,Q15외출,Q16a쇼핑,Q16b지불,Q17금전,Q21글쓰기,Q23가전사용",0.5456,18.09,0.5578,0.0431,0.5887,17.75,True
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0113A,ADL0115A,ADL0116A,ADL0116B,ADL0117A,ADL0122Q,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q13빨래,Q15외출,Q16a쇼핑,Q16b지불,Q17금전,Q22취미,Q23가전사용",0.5433,17.41,0.5574,0.0454,0.5887,17.75,True
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0113A,ADL0115A,ADL0116A,ADL0116B,Q18,ADL0121A,ADL0122Q","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q13빨래,Q15외출,Q16a쇼핑,Q16b지불,Q18혼자있기,Q21글쓰기,Q22취미",0.5433,16.38,0.5608,0.0454,0.5887,17.75,True
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0113A,ADL0115A,ADL0116A,ADL0116B,Q18,ADL0121A,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q13빨래,Q15외출,Q16a쇼핑,Q16b지불,Q18혼자있기,Q21글쓰기,Q23가전사용",0.542,18.09,0.5568,0.0468,0.5887,17.75,True
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0113A,ADL0115A,ADL0116A,ADL0116B,Q18,ADL0122Q,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q13빨래,Q15외출,Q16a쇼핑,Q16b지불,Q18혼자있기,Q22취미,Q23가전사용",0.542,17.06,0.5572,0.0468,0.5887,17.75,True
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0113A,ADL0115A,ADL0116A,ADL0116B,ADL0121A,ADL0122Q,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q13빨래,Q15외출,Q16a쇼핑,Q16b지불,Q21글쓰기,Q22취미,Q23가전사용",0.542,18.43,0.5551,0.0468,0.5887,17.75,True
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0113A,ADL0115A,ADL0116A,ADL0117A,Q18,ADL0121A,ADL0122Q","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q13빨래,Q15외출,Q16a쇼핑,Q17금전,Q18혼자있기,Q21글쓰기,Q22취미",0.5374,16.72,0.5603,0.0513,0.5887,17.75,True
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0113A,ADL0115A,ADL0116A,ADL0117A,Q18,ADL0121A,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q13빨래,Q15외출,Q16a쇼핑,Q17금전,Q18혼자있기,Q21글쓰기,Q23가전사용",0.5356,17.41,0.5578,0.0531,0.5887,17.75,True
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0113A,ADL0115A,ADL0116A,ADL0117A,Q18,ADL0122Q,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q13빨래,Q15외출,Q16a쇼핑,Q17금전,Q18혼자있기,Q22취미,Q23가전사용",0.5311,17.06,0.5616,0.0576,0.5887,17.75,True
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0113A,ADL0115A,ADL0116A,ADL0117A,ADL0121A,ADL0122Q,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q13빨래,Q15외출,Q16a쇼핑,Q17금전,Q21글쓰기,Q22취미,Q23가전사용",0.5415,17.41,0.5557,0.0472,0.5887,17.75,True
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0113A,ADL0115A,ADL0116A,Q18,ADL0121A,ADL0122Q,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q13빨래,Q15외출,Q16a쇼핑,Q18혼자있기,Q21글쓰기,Q22취미,Q23가전사용",0.5361,17.75,0.5584,0.0527,0.5887,17.75,True
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0114A,ADL0115A,ADL0116A,ADL0116B,ADL0117A,Q18,ADL0121A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q14가전,Q15외출,Q16a쇼핑,Q16b지불,Q17금전,Q18혼자있기,Q21글쓰기",0.5633,15.36,0.5514,0.0254,0.5887,17.75,True
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0114A,ADL0115A,ADL0116A,ADL0116B,ADL0117A,Q18,ADL0122Q","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q14가전,Q15외출,Q16a쇼핑,Q16b지불,Q17금전,Q18혼자있기,Q22취미",0.537,17.41,0.5645,0.0517,0.5887,17.75,True
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0114A,ADL0115A,ADL0116A,ADL0116B,ADL0117A,Q18,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q14가전,Q15외출,Q16a쇼핑,Q16b지불,Q17금전,Q18혼자있기,Q23가전사용",0.5329,18.09,0.5693,0.0558,0.5887,17.75,True
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0114A,ADL0115A,ADL0116A,ADL0116B,ADL0117A,ADL0121A,ADL0122Q","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q14가전,Q15외출,Q16a쇼핑,Q16b지불,Q17금전,Q21글쓰기,Q22취미",0.5479,19.11,0.5546,0.0409,0.5887,17.75,False
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0114A,ADL0115A,ADL0116A,ADL0116B,ADL0117A,ADL0121A,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q14가전,Q15외출,Q16a쇼핑,Q16b지불,Q17금전,Q21글쓰기,Q23가전사용",0.5456,19.11,0.5589,0.0431,0.5887,17.75,False
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0114A,ADL0115A,ADL0116A,ADL0116B,ADL0117A,ADL0122Q,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q14가전,Q15외출,Q16a쇼핑,Q16b지불,Q17금전,Q22취미,Q23가전사용",0.5402,18.09,0.5633,0.0486,0.5887,17.75,True
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0114A,ADL0115A,ADL0116A,ADL0116B,Q18,ADL0121A,ADL0122Q","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q14가전,Q15외출,Q16a쇼핑,Q16b지불,Q18혼자있기,Q21글쓰기,Q22취미",0.5424,17.41,0.5605,0.0463,0.5887,17.75,True
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0114A,ADL0115A,ADL0116A,ADL0116B,Q18,ADL0121A,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q14가전,Q15외출,Q16a쇼핑,Q16b지불,Q18혼자있기,Q21글쓰기,Q23가전사용",0.537,18.43,0.5641,0.0517,0.5887,17.75,True
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0114A,ADL0115A,ADL0116A,ADL0116B,Q18,ADL0122Q,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q14가전,Q15외출,Q16a쇼핑,Q16b지불,Q18혼자있기,Q22취미,Q23가전사용",0.537,17.75,0.5639,0.0517,0.5887,17.75,True
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0114A,ADL0115A,ADL0116A,ADL0116B,ADL0121A,ADL0122Q,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q14가전,Q15외출,Q16a쇼핑,Q16b지불,Q21글쓰기,Q22취미,Q23가전사용",0.5443,18.77,0.5589,0.0445,0.5887,17.75,False
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0114A,ADL0115A,ADL0116A,ADL0117A,Q18,ADL0121A,ADL0122Q","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q14가전,Q15외출,Q16a쇼핑,Q17금전,Q18혼자있기,Q21글쓰기,Q22취미",0.537,17.75,0.5601,0.0517,0.5887,17.75,True
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0114A,ADL0115A,ADL0116A,ADL0117A,Q18,ADL0121A,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q14가전,Q15외출,Q16a쇼핑,Q17금전,Q18혼자있기,Q21글쓰기,Q23가전사용",0.5374,17.41,0.5612,0.0513,0.5887,17.75,True
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0114A,ADL0115A,ADL0116A,ADL0117A,Q18,ADL0122Q,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q14가전,Q15외출,Q16a쇼핑,Q17금전,Q18혼자있기,Q22취미,Q23가전사용",0.5347,18.09,0.56,0.054,0.5887,17.75,True
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0114A,ADL0115A,ADL0116A,ADL0117A,ADL0121A,ADL0122Q,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q14가전,Q15외출,Q16a쇼핑,Q17금전,Q21글쓰기,Q22취미,Q23가전사용",0.5411,18.43,0.558,0.0477,0.5887,17.75,True
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0114A,ADL0115A,ADL0116A,Q18,ADL0121A,ADL0122Q,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q14가전,Q15외출,Q16a쇼핑,Q18혼자있기,Q21글쓰기,Q22취미,Q23가전사용",0.537,18.09,0.5592,0.0517,0.5887,17.75,True
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0115A,ADL0116A,ADL0116B,ADL0117A,Q18,ADL0121A,ADL0122Q","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q15외출,Q16a쇼핑,Q16b지불,Q17금전,Q18혼자있기,Q21글쓰기,Q22취미",0.5443,17.06,0.5607,0.0445,0.5887,17.75,True
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0115A,ADL0116A,ADL0116B,ADL0117A,Q18,ADL0121A,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q15외출,Q16a쇼핑,Q16b지불,Q17금전,Q18혼자있기,Q21글쓰기,Q23가전사용",0.5406,17.75,0.5594,0.0481,0.5887,17.75,True
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0115A,ADL0116A,ADL0116B,ADL0117A,Q18,ADL0122Q,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q15외출,Q16a쇼핑,Q16b지불,Q17금전,Q18혼자있기,Q22취미,Q23가전사용",0.5334,16.72,0.5666,0.0554,0.5887,17.75,True
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0115A,ADL0116A,ADL0116B,ADL0117A,ADL0121A,ADL0122Q,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q15외출,Q16a쇼핑,Q16b지불,Q17금전,Q21글쓰기,Q22취미,Q23가전사용",0.5483,18.09,0.5536,0.0404,0.5887,17.75,True
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0115A,ADL0116A,ADL0116B,Q18,ADL0121A,ADL0122Q,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q15외출,Q16a쇼핑,Q16b지불,Q18혼자있기,Q21글쓰기,Q22취미,Q23가전사용",0.5402,17.06,0.5609,0.0486,0.5887,17.75,True
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0115A,ADL0116A,ADL0117A,Q18,ADL0121A,ADL0122Q,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q15외출,Q16a쇼핑,Q17금전,Q18혼자있기,Q21글쓰기,Q22취미,Q23가전사용",0.5352,17.75,0.5599,0.0536,0.5887,17.75,True
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0111A,ADL0112A,ADL0113A,ADL0114A,ADL0115A,ADL0116A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q11식사준비,Q12집안일,Q13빨래,Q14가전,Q15외출,Q16a쇼핑",0.5611,15.7,0.557,0.0277,0.5887,17.75,True
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0111A,ADL0112A,ADL0113A,ADL0115A,ADL0116A,ADL0116B","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q11식사준비,Q12집안일,Q13빨래,Q15외출,Q16a쇼핑,Q16b지불",0.5683,15.7,0.5533,0.0204,0.5887,17.75,True
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0111A,ADL0112A,ADL0113A,ADL0115A,ADL0116A,ADL0117A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q11식사준비,Q12집안일,Q13빨래,Q15외출,Q16a쇼핑,Q17금전",0.5624,15.02,0.5531,0.0263,0.5887,17.75,True
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0111A,ADL0112A,ADL0113A,ADL0115A,ADL0116A,Q18","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q11식사준비,Q12집안일,Q13빨래,Q15외출,Q16a쇼핑,Q18혼자있기",0.532,17.06,0.5708,0.0567,0.5887,17.75,True
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0111A,ADL0112A,ADL0113A,ADL0115A,ADL0116A,ADL0121A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q11식사준비,Q12집안일,Q13빨래,Q15외출,Q16a쇼핑,Q21글쓰기",0.5606,15.7,0.5575,0.0281,0.5887,17.75,True
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0111A,ADL0112A,ADL0113A,ADL0115A,ADL0116A,ADL0122Q","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q11식사준비,Q12집안일,Q13빨래,Q15외출,Q16a쇼핑,Q22취미",0.5334,17.75,0.5659,0.0554,0.5887,17.75,True
